


Per-Stroke Data:

Interval,Distance (GPS),Distance (IMP),Elapsed Time,Split (GPS),Speed (GPS),Split (IMP),Speed (IMP),Stroke Rate,Total Strokes,Distance/Stroke (GPS),Distance/Stroke (IMP),Heart Rate,Power,Catch,Slip,Finish,Wash,Force Avg,Work,Force Max,Max Force Angle,GPS Lat.,GPS Lon.
(Interval),(Meters),(Meters),(HH:MM:SS.tenths),(/500),(M/S),(/500),(M/S),(SPM),(Strokes),(Meters),(Meters),(BPM),(Watts),(Degrees),(Degrees),(Degrees),(Degrees),(Newtons),(Joules),(Newtons),(Degrees),(Degrees),(Degrees)
1,1.9,0.0,00:00:00.7,00:04:59.4,1.67,00:00:00.0,0.00,84.0,1,1.9,0.0,---,---,---,---,---,---,---,---,---,---,43.6296670,-79.4213148
1,8.1,0.0,00:00:02.5,00:02:59.2,2.79,00:00:00.0,0.00,33.0,2,6.2,0.0,---,---,---,---,---,---,---,---,---,---,43.6296581,-79.4213910
1,14.6,0.0,00:00:04.1,00:02:29.3,3.35,00:00:00.0,0.00,35.5,3,6.5,0.0,---,---,---,---,---,---,---,---,---,---,43.6296500,-79.4214707
1,22.0,0.0,00:00:05.7,00:02:02.0,4.10,00:00:00.0,0.00,37.5,4,7.4,0.0,---,---,---,---,---,---,---,---,---,---,43.6296397,-79.4215615
1,30.0,0.0,00:00:07.3,00:01:47.5,4.65,00:00:00.0,0.00,38.0,5,8.0,0.0,---,---,---,---,---,---,---,---,---,---,43.6296300,-79.4216603
1,37.6,0.0,00:00:08.7,00:01:38.8,5.06,00:00:00.0,0.00,39.0,6,7.6,0.0,---,---,---,---,---,---,---,---,---,---,43.6296216,-79.4217533
1,46.3,0.0,00:00:10.3,00:01:34.3,5.30,00:00:00.0,0.00,40.0,7,8.8,0.0,---,---,---,---,---,---,---,---,---,---,43.6296127,-79.4218614
1,54.3,0.0,00:00:11.7,00:01:31.6,5.46,00:00:00.0,0.00,41.5,8,8.0,0.0,---,---,---,---,---,---,---,---,---,---,43.6296043,-79.4219597
1,62.3,0.0,00:00:13.1,00:01:29.1,5.61,00:00:00.0,0.00,40.5,9,8.0,0.0,---,---,---,---,---,---,---,---,---,---,43.6295966,-79.4220584
1,71.3,0.0,00:00:14.7,00:01:28.3,5.66,00:00:00.0,0.00,41.0,10,9.0,0.0,---,---,---,---,---,---,---,---,---,---,43.6295879,-79.4221695
1,79.4,0.0,00:00:16.1,00:01:27.9,5.69,00:00:00.0,0.00,40.5,11,8.1,0.0,---,---,---,---,---,---,---,---,---,---,43.6295800,-79.4222695
1,87.6,0.0,00:00:17.5,00:01:26.8,5.76,00:00:00.0,0.00,41.0,12,8.2,0.0,---,---,---,---,---,---,---,---,---,---,43.6295722,-79.4223701
1,96.7,0.0,00:00:19.1,00:01:26.4,5.79,00:00:00.0,0.00,41.5,13,9.2,0.0,---,---,---,---,---,---,---,---,---,---,43.6295636,-79.4224833
1,104.9,0.0,00:00:20.5,00:01:26.2,5.80,00:00:00.0,0.00,40.5,14,8.1,0.0,---,---,---,---,---,---,---,---,---,---,43.6295549,-79.4225838
1,113.1,0.0,00:00:21.9,00:01:25.5,5.85,00:00:00.0,0.00,41.0,15,8.2,0.0,---,---,---,---,---,---,---,---,---,---,43.6295457,-79.4226844
1,122.2,0.0,00:00:23.5,00:01:25.5,5.85,00:00:00.0,0.00,42.0,16,9.1,0.0,---,---,---,---,---,---,---,---,---,---,43.6295369,-79.4227971
1,129.4,0.0,00:00:24.8,00:01:25.5,5.85,00:00:00.0,0.00,40.0,17,7.2,0.0,---,---,---,---,---,---,---,---,---,---,43.6295277,-79.4228855
1,138.5,0.0,00:00:26.3,00:01:24.9,5.89,00:00:00.0,0.00,41.0,18,9.1,0.0,---,---,---,---,---,---,---,---,---,---,43.6295172,-79.4229979
1,146.7,0.0,00:00:27.8,00:01:24.9,5.89,00:00:00.0,0.00,42.0,19,8.2,0.0,---,---,---,---,---,---,---,---,---,---,43.6295077,-79.4230985
1,155.8,0.0,00:00:29.3,00:01:24.6,5.91,00:00:00.0,0.00,40.5,20,9.1,0.0,---,---,---,---,---,---,---,---,---,---,43.6294974,-79.4232104
1,163.0,0.0,00:00:30.7,00:01:24.9,5.89,00:00:00.0,0.00,41.0,21,7.3,0.0,---,---,---,---,---,---,---,---,---,---,43.6294879,-79.4232986
1,172.0,0.0,00:00:32.1,00:01:25.0,5.88,00:00:00.0,0.00,39.5,22,9.0,0.0,---,---,---,---,---,---,---,---,---,---,43.6294777,-79.4234097
1,180.1,0.0,00:00:33.7,00:01:25.3,5.86,00:00:00.0,0.00,40.5,23,8.1,0.0,---,---,---,---,---,---,---,---,---,---,43.6294699,-79.4235095
1,189.0,0.0,00:00:35.1,00:01:26.1,5.81,00:00:00.0,0.00,41.0,24,9.0,0.0,---,---,---,---,---,---,---,---,---,---,43.6294602,-79.4236199
1,197.0,0.0,00:00:36.7,00:01:26.4,5.79,00:00:00.0,0.00,41.5,25,8.0,0.0,---,---,---,---,---,---,---,---,---,---,43.6294520,-79.4237180
1,206.0,0.0,00:00:38.1,00:01:27.4,5.72,00:00:00.0,0.00,39.5,26,9.0,0.0,---,---,---,---,---,---,---,---,---,---,43.6294420,-79.4238285
1,213.9,0.0,00:00:39.7,00:01:27.4,5.72,00:00:00.0,0.00,40.0,27,8.0,0.0,---,---,---,---,---,---,---,---,---,---,43.6294357,-79.4239268
1,222.8,0.0,00:00:41.1,00:01:28.0,5.68,00:00:00.0,0.00,41.5,28,8.9,0.0,---,---,---,---,---,---,---,---,---,---,43.6294306,-79.4240365
1,230.7,0.0,00:00:42.7,00:01:28.7,5.64,00:00:00.0,0.00,40.0,29,7.9,0.0,---,---,---,---,---,---,---,---,---,---,43.6294239,-79.4241342
1,239.5,0.0,00:00:44.1,00:01:29.0,5.62,00:00:00.0,0.00,39.5,30,8.8,0.0,---,---,---,---,---,---,---,---,---,---,43.6294195,-79.4242434
1,247.3,0.0,00:00:45.7,00:01:29.3,5.60,00:00:00.0,0.00,40.0,31,7.8,0.0,---,---,---,---,---,---,---,---,---,---,43.6294162,-79.4243397
1,256.1,0.0,00:00:47.1,00:01:29.6,5.58,00:00:00.0,0.00,39.5,32,8.8,0.0,---,---,---,---,---,---,---,---,---,---,43.6294136,-79.4244487
1,263.8,0.0,00:00:48.7,00:01:29.8,5.57,00:00:00.0,0.00,40.0,33,7.8,0.0,---,---,---,---,---,---,---,---,---,---,43.6294120,-79.4245450
1,272.6,0.0,00:00:50.1,00:01:29.9,5.56,00:00:00.0,0.00,40.0,34,8.7,0.0,---,---,---,---,---,---,---,---,---,---,43.6294092,-79.4246535
1,280.4,0.0,00:00:51.7,00:01:29.9,5.56,00:00:00.0,0.00,39.5,35,7.9,0.0,---,---,---,---,---,---,---,---,---,---,43.6294074,-79.4247510
1,289.2,0.0,00:00:53.1,00:01:29.9,5.56,00:00:00.0,0.00,39.5,36,8.8,0.0,---,---,---,---,---,---,---,---,---,---,43.6294057,-79.4248596
1,297.0,0.0,00:00:54.7,00:01:30.1,5.55,00:00:00.0,0.00,41.5,37,7.8,0.0,---,---,---,---,---,---,---,---,---,---,43.6294054,-79.4249564
1,305.5,0.0,00:00:56.1,00:01:31.1,5.49,00:00:00.0,0.00,38.5,38,8.5,0.0,---,---,---,---,---,---,---,---,---,---,43.6294061,-79.4250624
1,313.3,0.0,00:00:57.7,00:01:30.9,5.50,00:00:00.0,0.00,39.0,39,7.8,0.0,---,---,---,---,---,---,---,---,---,---,43.6294049,-79.4251587
1,322.6,0.0,00:00:59.3,00:01:31.6,5.46,00:00:00.0,0.00,39.5,40,9.3,0.0,---,---,---,---,---,---,---,---,---,---,43.6294061,-79.4252741
